classes,ncloc,functions,duplicated_lines,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,file_complexity,violations,duplicated_blocks,duplicated_files,lines,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,Toxico
4566,296140,31448,4205,0,88.7,47273,16142,5.2,0.9,4862,9.9,4384,178,143,469784,80041,166,114,2161,1296,647,90699,90.5,22188,81.6,41387,1,118,3352,4,1028,0.5,0.637431105,4326,51,0,375,3,15,4,19385,125190,108,1,0
4060,206022,23948,3067,0,88.6,33049,15676,7.1,0.7,4868,9.2,3029,132,97,469205,65261,164,99,1128,937,701,90222,90.4,22135,81.5,32155,1,112,1923,4,1102,0.5,0.282227307,2971,51,0,375,3,15,4,12092,13110,104,1,0
4536,291533,30992,4210,0,88.2,46517,16085,5.2,0.9,4772,9.9,3332,178,143,462831,78655,164,97,1236,1137,698,88676,89.9,22017,81.2,33868,1,118,2210,4,1118,0.4,0,3280,52,0,380,3,0,1,19161,780,106,1,0
4524,289786,30797,3917,0,88,46242,16118,5.3,0.9,4744,9.9,3397,164,140,460385,78261,163,100,1258,1153,723,88358,89.8,22031,81.1,34442,1,151,2224,5,1168,0.4,0.313855992,3337,60,0,500,3,0,1,19059,613020,105,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1340,117976,11289,5730,9,55.9,20705,33045,21.9,2.8,1151,18,4108,305,167,207203,52783,151,734,1114,544,1565,64602,59.3,19579,44.8,31384,1,0,4108,0,0,0.9,0,4009,87,0,1290,5,140,5,15827,60,42,5,0
1337,117268,11243,5567,11,55.9,20564,32953,21.9,2.7,1148,17.9,4350,301,166,206234,52416,153,730,1251,544,1672,64167,59.3,19389,44.7,74027,1,0,4350,0,0,2.1,0.534861509,4257,82,0,1215,5,125,5,15658,10470,34,5,0
1334,116962,11218,5567,11,55.8,20507,32947,22,2.7,1145,17.9,4369,301,166,205830,52281,153,724,1259,568,1665,64016,59.2,19321,44.5,74184,1,0,4369,0,0,2.1,1.921079958,4279,83,0,1220,5,105,5,15578,9630,34,5,0
1332,116708,11199,5529,11,55.8,20494,32913,22,2.7,1143,17.9,4525,299,164,205461,52252,152,729,1331,645,1668,63938,59.2,19333,44.5,75580,1,1,4525,0,0,2.2,4.69858156,4443,75,0,1180,4,105,5,15597,22560,35,1,0
1324,115824,11088,5534,11,56.2,20280,32714,22,2.7,1138,17.8,3016,299,164,203935,51837,160,729,1201,610,316,63407,59.6,19131,44.8,72418,1,0,3016,0,0,2.1,1.839622642,2927,82,0,1279,5,105,5,15513,6360,64,1,0
1311,114542,10994,5592,11,56.5,20056,32510,22.1,2.8,1129,17.8,2947,317,164,203137,51379,149,714,1174,599,311,63030,60,18911,44.9,72030,1,0,2947,0,0,2.1,1.535087719,2872,75,0,1217,5,0,1,15382,4560,64,1,0
1311,114521,10993,5592,11,56.6,20051,32559,22.1,2.8,1129,17.8,2957,317,164,203190,51372,149,716,1176,606,310,63013,60.1,18893,44.9,72030,1,0,2957,0,0,2.1,1.725123409,2881,76,0,1232,5,0,1,15390,76980,64,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16370,1503693,137906,61777,89,302.8,270503,127414,78,27.7,13775,196.4,65090,3052,1339,2204296,618608,633,2610,56294,5013,540,829195,306.6,125898,291,441758,10,0,65090,0,0,9.6,15.47912206,64147,179,0,1869,46,10710,20,209831,2156130,587,50,2
34152,2966956,279209,71755,26,311,544544,297070,228,40,29253,475.5,56039,3875,2085,4484222,1241628,1296,3085,42192,8545,921,400941,315.5,109341,297.1,449507,25,0,56039,0,0,13.3,11.52019991,53968,55,0,550,55,28365,50,410279,8827380,654,110,2
13171,1107301,107348,35737,6,0,205264,114715,122,27.4,11237,244.6,18699,1904,1025,1692044,460670,751,2072,10383,4868,625,0,0,0,0,181858,13,0,18699,0,0,6.9,4.351660499,17109,405,0,3828,41,16710,26,147105,1424070,490,17,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1818,94595,9354,0,0,389.2,14598,12229,45.8,0,2744,21.8,32,0,0,202275,56687,0,20,12,0,0,43707,392.8,8384,370.6,277,4,12,32,0,0,0,0.022547914,32,0,0,0,4,0,4,6705,106470,16,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1371,71445,7056,0,0,291.9,11010,9225,34.2,0,2061,16.5,24,0,0,152313,42825,0,15,9,0,0,32931,294.6,6306,278.1,207,3,9,24,0,0,0,0,24,0,0,0,3,0,3,5058,79020,12,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,23815,2352,0,0,97.3,3670,3075,11.4,0,687,5.5,8,0,0,50771,14275,0,5,3,0,0,10977,98.2,2102,92.7,69,1,3,8,0,0,0,0,8,0,0,0,1,0,1,1686,26310,4,1,1
2270,118606,11724,0,0,485.6,18287,15170,56.7,0,3403,27.5,58,0,0,233946,70927,0,43,15,0,0,54515,490.3,10442,461.3,459,5,15,58,0,0,0,0,58,0,0,0,5,0,5,8436,368070,20,5,0
792,40142,4536,0,0,193.4,7112,5460,24,0,1228,11.8,24,0,0,54092,26446,0,18,6,0,0,20048,195.6,4188,183,194,2,6,24,0,0,0,0,24,0,0,0,2,0,2,3418,29910,8,2,1
396,20071,2268,0,0,96.7,3556,2730,12,0,614,5.9,12,0,0,27046,13223,0,9,3,0,0,10024,97.8,2094,91.5,97,1,3,12,0,0,0,0,12,0,0,0,1,0,1,1709,14910,4,1,1
1188,60227,6807,0,0,290.1,10666,8181,36,0,1842,17.7,36,0,0,81131,39653,0,27,9,0,0,30065,293.4,6276,274.5,291,3,9,36,0,0,0,0,36,0,0,0,3,0,3,5119,59700,12,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,20138,2266,0,0,96.7,3549,2724,11.9,0,614,5.9,12,0,0,27100,13198,0,9,3,0,0,10004,97.8,2090,91.5,97,1,3,12,0,0,0,0,12,0,0,0,1,0,1,1703,18180,4,1,1
1980,100593,11327,0,0,483.5,17736,13612,59.5,0,3070,29.5,60,0,0,135397,65940,0,45,15,0,0,49962,489,10438,457.5,485,5,15,60,0,0,0,0,60,0,0,0,5,0,5,8500,87120,20,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2376,120665,13593,0,0,580.2,21278,16329,71.4,0,3684,35.4,72,0,0,162434,79132,0,54,18,0,0,59953,586.8,12520,549,582,6,18,72,0,0,0,0,72,0,0,0,6,0,6,10196,102300,24,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,60327,6801,0,0,290.1,10644,8172,35.7,0,1842,17.7,36,0,0,81231,39564,0,27,9,0,0,29955,293.4,6258,274.5,291,3,9,36,0,0,0,0,36,0,0,0,3,0,3,5098,50850,12,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,20104,2267,0,0,96.7,3546,2724,11.9,0,614,5.9,12,0,0,27072,13184,0,9,3,0,0,9989,97.8,2086,91.5,97,1,3,12,0,0,0,0,12,0,0,0,1,0,1,1696,18150,4,1,1
1188,60165,6756,0,0,290.1,10599,8160,35.7,0,1842,17.7,36,0,0,81003,39450,0,27,9,0,0,29934,293.4,6270,273.9,291,3,9,36,0,0,0,0,36,0,0,0,3,0,3,5094,45360,12,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
802,40312,4542,0,0,193.4,7126,5496,24,0,1240,11.8,24,0,0,54366,26568,0,18,6,0,0,20202,195.6,4240,183,194,2,6,24,0,0,0,0,24,0,0,0,2,0,2,3412,23520,8,2,1
1199,60142,6785,0,0,290.1,10640,8208,36,0,1856,17.5,45,0,0,81119,39623,0,36,9,0,0,30106,293.4,6314,274.3,468,3,9,45,0,0,0,0,45,0,0,0,3,0,3,5150,24960,12,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,19999,2257,0,0,96.7,3539,2730,12,0,618,5.8,15,0,0,26974,13173,0,12,3,0,0,10006,97.8,2098,91.4,156,1,3,15,0,0,0,0,15,0,0,0,1,0,1,1710,6720,4,1,1
798,39984,4514,0,0,193.4,7078,5466,24,0,1236,11.6,32,0,0,53930,26338,0,26,6,0,0,19986,195.6,4200,182.6,332,2,6,32,0,0,0,0,32,0,0,0,2,0,2,3446,7500,8,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,19947,2248,0,0,96.6,3528,2729,12,0,617,5.8,16,0,0,26910,13138,0,13,3,0,0,9984,97.8,2100,91,166,1,3,16,0,0,0,0,16,0,0,0,1,0,1,1717,19290,4,1,1
2793,139643,15736,0,0,675.5,24717,19040,84,0,4319,40.6,259,0,0,188405,91987,0,196,28,35,0,69951,683.9,14742,635.6,1792,7,21,252,7,0,0,0,259,0,0,0,7,0,7,12061,178290,28,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,99710,11235,0,0,482.8,17645,13570,60,0,3085,29,182,0,0,134508,65665,0,140,17,25,0,49650,488.8,10530,454,1220,5,15,182,0,0,0,0,182,0,0,0,5,0,5,8610,176880,20,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,19589,2220,0,0,96.6,3488,2700,12.1,0,616,5.8,36,0,0,26498,13004,0,28,3,5,0,9800,97.8,2082,91,236,1,3,36,0,0,0,0,36,0,0,0,1,0,1,1702,29850,4,1,1
804,39143,4447,0,0,193.4,6964,5401,24.2,0,1242,11.4,72,0,0,53006,26083,0,56,6,10,0,19683,195.8,4166,182,472,2,6,72,0,0,0,0,72,0,0,0,2,0,2,3371,78150,8,2,1
402,19568,2223,0,0,96.7,3481,2700,12.1,0,621,5.7,36,0,0,26498,13042,0,28,3,5,0,9843,97.9,2084,91,236,1,3,36,0,0,0,0,36,0,0,0,1,0,1,1687,48900,4,1,1
402,19568,2223,0,0,96.7,3481,2700,12.1,0,621,5.7,36,0,0,26498,13042,0,28,3,5,0,9843,97.9,2084,91,236,1,3,36,0,0,0,0,36,0,0,0,1,0,1,1687,48900,4,1,1
398,19491,2218,0,0,96.6,3474,2683,12.1,0,615,5.8,36,0,0,26377,12985,0,28,3,5,0,9799,97.8,2080,91,236,1,3,36,0,0,0,0,36,0,0,0,1,0,1,1686,46590,4,1,1
1087,56159,6385,0,0,289.3,10063,7409,35.1,0,1750,17.5,114,0,0,75322,36763,0,90,9,15,0,27719,293.2,6123,271.8,747,3,9,114,0,0,0,0.011022056,114,0,0,0,3,0,3,4909,400860,12,3,0
360,18559,2104,0,0,96.4,3322,2409,11.5,0,582,5.8,38,0,0,24840,12104,0,30,3,5,0,9116,97.7,2022,90.5,249,1,3,38,0,0,0,0.024629329,38,0,0,0,1,0,1,1620,203010,4,1,1
360,18508,2098,0,0,96.3,3314,2393,11.4,0,582,5.8,38,0,0,24766,12074,0,30,3,5,0,9128,97.6,2020,90.4,249,1,3,38,0,0,0,0.025340834,38,0,0,0,1,0,1,1617,197310,4,1,1
1080,55472,6290,0,0,288.9,9935,7143,34.2,0,1746,17.4,114,0,0,74245,36239,0,90,9,15,0,27416,292.8,6055,271.2,744,3,9,114,0,0,0,0.076529027,114,0,0,0,3,0,3,4848,576240,12,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,35835,4243,0,0,192.5,6668,4175,20.8,0,774,17.8,39,0,0,46623,23134,0,31,3,5,0,17775,195.2,4014,180.8,253,2,6,39,0,0,0,0.048503612,39,0,0,0,2,0,2,3230,166440,8,2,1
315,17459,2097,0,0,96.2,3289,2003,10.3,0,368,9.2,1,0,0,22685,11328,0,1,0,0,0,8711,97.5,1981,90.3,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1603,61770,4,1,1
1258,69469,8380,0,0,384.4,13121,7874,40.7,0,1405,38.6,7,0,0,90052,45010,0,7,0,0,0,34678,389.6,7912,360.9,46,4,12,7,0,0,0,0.034097428,7,0,0,0,4,0,4,6396,195420,16,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,17184,2090,0,0,96.1,3273,1936,10.1,0,346,9.8,1,0,0,22266,11180,0,1,0,0,0,8628,97.4,1975,90.2,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1596,37530,4,1,1
939,51556,6270,0,0,288.3,9819,5808,30.3,0,1038,29.4,3,0,0,66802,33539,0,3,0,0,0,25883,292.2,5925,270.6,21,3,9,3,0,0,0,0,3,0,0,0,3,0,3,4788,127950,12,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,17173,2088,0,0,96.1,3271,1936,10.1,0,346,9.8,1,0,0,22256,11174,0,1,0,0,0,8626,97.4,1975,90.2,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1596,42060,4,1,1
313,16813,2051,0,0,96.1,3231,1916,10.2,0,337,9.9,1,0,0,21804,11070,0,1,0,0,0,8597,97.4,1962,90.3,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1597,29730,4,1,1
1878,99978,12276,0,0,576.6,19344,11418,61.2,0,2022,59.4,6,0,0,129804,66198,0,6,0,0,0,51396,584.4,11760,541.8,42,6,18,6,0,0,0,0,6,0,0,0,6,0,6,9576,288960,24,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,16663,2046,0,0,96.1,3224,1903,10.2,0,337,9.9,1,0,0,21634,11033,0,1,0,0,0,8566,97.4,1960,90.3,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1596,53700,4,1,1
622,32837,4066,0,0,192,6402,3771,20.6,0,674,19.7,2,0,0,42712,21880,0,2,0,0,0,17005,194.8,3910,180.5,14,2,6,2,0,0,0,0,2,0,0,0,2,0,2,3161,162480,8,2,1
309,16315,2025,0,0,96,3187,1875,10.3,0,337,9.8,1,0,0,21231,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1573,81990,4,1,1
309,16315,2025,0,0,96,3187,1875,10.3,0,337,9.8,1,0,0,21231,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1573,81990,4,1,1
309,16315,2025,0,0,96,3187,1875,10.3,0,337,9.8,1,0,0,21231,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1573,81990,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
